"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","CATEGORY_1_A","CATEGORY_2_A","REFERENCE_A","COMMENT_A","CATEGORY_1_B","CATEGORY_2_B","REFERENCE_B","COMMENT_B","CATEGORY_1_C","REFERENCE_C","COMMENT_C","CATEGORY_1_D","REFERENCE_D","COMMENT_D","CATEGORY_1_E","REFERENCE_E","COMMENT_E","ESM_AJS_FINAL_DECISION","DECISION_FINAL","GENERAL_CAT"
NA,NA,NA,"St. Lucas Thrasher","Geographic Location",NA,"","saint lucia","Geographic Location",NA,"","Cape St. Lucas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Dwarf Hermit Thrush","Size",NA,"","","Size",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
NA,NA,NA,"Red-winged Thrush","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Russet-backed Thrush","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Wilson's Thrush","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Plain Titmouse","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","plain appearance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Towhee","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Arctic Towhee","Geographic Location",NA,"","","Natural History",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Cañon Towhee","Natural History",NA,"","old english spelling of canyon","Natural History",NA,"","Cañon is spanish for canyon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
NA,NA,NA,"Guadalupe Towhee","Geographic Location",NA,"","","Geographic Location",NA,"","guadalupe island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Black-bellied Tree-duck","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Fulvous Tree-duck","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Coppery-tailed Trogon","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Troupial","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Turnstone","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Burrough's Turkey Vulture","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"California Vulture","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Siberian Yellow Wagtail","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Swinhoe's Wagtail","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Audubon's Warbler","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Bell's Warbler","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Black and White Warbler","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Blackburnian Warbler","Person",NA,"","","Person",NA,"https://maineaudubon.org/news/backyard-bird-of-the-month-for-june-blackburnian-warbler/#:~:text=The%20English%20name%20was%20chosen,perhaps%20to%20Orange%2Dthroated%20Warbler.","named after Anna Blackburne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Black-poll Warbler","Male physical trait",NA,"","","Male physical trait",NA,"","only male has black spot on head",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
NA,NA,NA,"Blue Mountain Warbler","Geographic Location",NA,"","","Geographic Location",NA,"","The Blue Mountains are the southernmost formation of the Appalachians, where this bird is found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Brasher's Warbler","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Brewster's Warbler","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Canadian Warbler","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Carbonated Warbler","Both sexes physical trait",NA,"https://www.audubon.org/news/john-james-audubon-crazy-wrong-or-neither#:~:text=Named%20for%20its%20dark%20cap,of%20their%20dress%20seemingly%20complete.%E2%80%9D","","Both sexes physical trait",NA,"https://www.audubon.org/news/john-james-audubon-crazy-wrong-or-neither","Named for its dark cap and streaking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Cincinnati Warbler","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Kennicott's Willow Warbler","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Lawrence's Warbler","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Macgillivray's Warbler","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Mangrove Warbler","Natural History",NA,"","","Natural History",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
NA,NA,NA,"Myrtle Warbler","Natural History",NA,"","","Natural History",NA,"http://www.mpnature.com/birds/species/YRWA.html#:~:text=Notes&text=The%20Yellow%2Drumped%20Warbler%20in,they%20sometimes%20visit%20bird%20feeders.","specialized winter diet of wax-myrtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
NA,NA,NA,"Parula Warbler","Size",NA,"","translates to ""little titmouse"" from the latin word ""parulla""","Miscellaneous",NA,"https://maineaudubon.org/news/backyard-bird-of-the-month-for-may-northern-parula/","Parula derives from the Latin parus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
NA,NA,NA,"Sennett's Warbler","Person",NA,"","","Person",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"Small-headed Warbler","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Waterthrush","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Wheatear","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Whip-poor-will","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","male's unique call",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Widgeon","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"European Woodcock","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Arctic Three-toed Woodpecker","Geographic Location",NA,"","","Natural History",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Californian Woodpecker","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Texan Woodpecker","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Alaska Wren","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Guadalupe Wren","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Guadalupe Rock Wren","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Long-billed Marsh Wren","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"St. Lucas Cactus Wren","Geographic Location",NA,"","","Geographic Location",NA,"","Cabo San Lucas region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Short-billed Marsh Wren","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"White-throated Wren","Both sexes physical trait",NA,"","","Both sexes physical trait",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
NA,NA,NA,"Yellowlegs","No Unique Identifier",NA,"","","No Unique Identifier",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Unique Identifier","human"
NA,NA,NA,"Maryland Yellowthroat","Geographic Location",NA,"","","Geographic Location",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
NA,NA,NA,"Belding's Rail","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
NA,NA,NA,"California Clapper Rail","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
